Date,measurement,measurement_units,code_number,time_series_code,Code,Description,Frequency,Start Date,End Date,Type Description,number_of_ts,timeseries_position,category,sub_category
1996/10,20,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1996/11,21,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1996/12,20,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1997/01,36,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1997/02,29,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1997/03,29,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1997/04,22,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1997/05,23,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1997/06,23,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1997/07,23,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1997/08,24,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1997/09,24,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1997/10,25,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1997/11,25,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1997/12,26,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1998/01,26,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1998/02,26,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1998/03,24,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1998/04,26,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1998/05,25,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1998/06,22,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1998/07,30,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1998/08,438,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1998/09,128,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1998/10,24,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1998/11,25,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1998/12,34,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1999/01,33,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1999/02,44,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1999/03,44,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1999/04,44,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1999/05,50,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1999/06,50,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1999/07,59,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1999/08,51,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1999/09,55,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1999/10,57,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1999/11,53,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1999/12,54,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
2000/01,63,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
2000/02,64,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
2000/03,49,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
2000/04,58,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
2000/05,55,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
2000/06,48,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
2000/07,51,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
2000/08,66,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
2000/09,60,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
2000/10,57,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
2000/11,61,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
2000/12,57,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
2001/01,53,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
2001/02,61,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
2001/03,66,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
2001/04,60,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
2001/05,57,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
2001/06,61,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
2001/07,71,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
2001/08,70,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
2001/09,76,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
2001/10,86,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
2001/11,66,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
2001/12,69,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
2002/01,81,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
2002/02,84,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
2002/03,71,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
2002/04,68,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
2002/05,75,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
2002/06,73,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
2002/07,77,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
2002/08,167,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
2002/09,143,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
2002/10,89,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
2002/11,75,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
2002/12,75,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
2003/01,71,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
2003/02,75,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
