Date,measurement,measurement_units,code_number,time_series_code,Code,Description,Frequency,Start Date,End Date,Type Description,number_of_ts,timeseries_position,category,sub_category
1984/08,1067,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1984/09,1069,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1984/10,1071,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1984/11,1069,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1984/12,1070,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1985/01,1070,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1985/02,1063,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1985/03,1065,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1985/04,1064,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1985/05,1065,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1985/06,1050,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1985/07,1049,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1985/08,1049,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1985/09,1082,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1985/10,1053,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1985/11,1069,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1985/12,1187,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1986/01,1182,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1986/02,1027,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1986/03,1031,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1986/04,1032,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1986/05,838,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1986/06,1456,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1986/07,1468,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1986/08,1245,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1986/09,1250,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1986/10,1249,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1986/11,1065,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1986/12,1040,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1987/01,1010,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1987/02,771,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1987/03,790,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1987/04,770,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1987/05,508,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1987/06,568,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1987/07,569,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1987/08,309,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1987/09,310,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1987/10,316,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1987/11,51,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1987/12,50,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1988/01,47,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1988/02,43,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1988/03,48,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1988/04,50,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1988/05,52,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1988/06,52,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1988/07,44,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1988/08,51,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1988/09,51,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1988/10,56,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1988/11,58,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1988/12,66,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1989/01,63,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1989/02,57,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1989/03,52,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1989/04,59,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1989/05,40,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1989/06,40,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1989/07,48,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1989/08,59,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1989/09,56,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1989/10,64,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1989/11,49,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1989/12,56,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1990/01,66,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1990/02,57,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1990/03,62,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1990/04,60,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1990/05,62,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1990/06,51,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1990/07,59,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1990/08,69,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1990/09,69,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1990/10,80,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1990/11,80,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1990/12,85,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1991/01,87,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1991/02,80,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1991/03,87,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1991/04,65,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1991/05,62,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1991/06,27,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1991/07,55,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1991/08,59,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1991/09,82,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1991/10,64,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1991/11,58,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1991/12,69,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1992/01,63,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1992/02,24,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1992/03,24,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1992/04,35,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1992/05,28,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1992/06,27,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1992/07,25,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1992/08,19,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1992/09,45,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1992/10,37,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1992/11,37,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1992/12,45,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1993/01,39,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1993/02,34,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1993/03,34,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1993/04,36,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1993/05,34,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1993/06,68,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1993/07,34,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1993/08,72,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1993/09,49,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1993/10,217,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1993/11,232,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1993/12,324,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1994/01,363,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1994/02,307,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1994/03,314,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1994/04,502,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1994/05,484,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1994/06,295,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1994/07,216,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1994/08,185,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1994/09,90,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1994/10,92,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1994/11,96,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1994/12,96,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1995/01,99,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1995/02,99,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1995/03,98,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1995/04,106,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1995/05,107,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1995/06,82,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1995/07,21,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1995/08,26,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1995/09,25,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1995/10,28,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1995/11,28,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1995/12,29,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1996/01,29,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1996/02,30,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1996/03,21,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1996/04,25,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1996/05,28,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1996/06,55,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1996/07,21,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1996/08,21,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
1996/09,21,R_millions,1007,KBP1007M,KBP1007,South African Reserve Bank liabilities: Other foreign deposits,Monthly,1964/01,2017/06,",",2,2,South African Reserve Bank liabilities, Other foreign deposits
